,0,1,2,3,4,5,6,7
1194,CLK4,KNSTRN,LRRK2,ELOF1,VPS37C,IQGAP2,FAM129A,NCOA3
1195,SEC31B,SF1,RP11-146F11.1,FBXW2,RASAL3,ICAM1,FMNL1,PKIG
1196,PRKAG1,METTL10,EIF1AX,UTY,GAR1,RAB11B-AS1,SMIM5,FOPNL
1197,PREX1,NOTCH1,RALB,ELP5,THAP1,AP5M1,AOAH,RTFDC1
1198,NEDD1,DPP8,TRPM7,SS18,NUP88,LINC00969,PSMB3,NDUFA5
1199,ANAPC15,HS6ST1,CSNK2B,TCF3,ULK2,HOXB-AS1,RFC1,EHD1
1200,TIAM1,DNAL4,REEP5,CEP120,RAB24,PATZ1,COPB2,AC007879.7
1201,IST1,BMS1,ZNF880,NDRG1,CDK10,CYFIP2,CUEDC1,NPEPPS
1202,POM121C,MRPL34,AC009133.14,ZNF587,CMTR2,USE1,FDPS,MBP
1203,SCAPER,GIMAP8,PBXIP1,MYO6,IFT57,ITM2A,TDRD3,KDM6B
1204,CLYBL,ST8SIA4,SUB1,ACADM,GFER,DNAJB6,MZB1,TNNI2
1205,CAMTA1,MED18,RAD21,MRPL9,RASGRP4,SRSF11,CAMSAP1,HADHA
1206,APOL6,PELI1,METTL8,TRIM28,CEACAM21,RAB11FIP1,TMOD3,UBE2Q2
1207,SON,IPO5,TDRD7,GOLGA4,CHMP2A,NIP7,TCL1A,POLE4
1208,LINC00969,TCOF1,TSR2,PES1,MDM1,UQCRFS1,CDC42SE1,CHMP1B
1209,IWS1,DCAF11,PARP11,LARP4B,CCDC86,SLFN13,SAFB,TGFB1I1
1210,ZNF253,OAT,FH,TRDMT1,ELAVL1,ENPP5,MIA3,TWF2
1211,NF1,KIAA0141,SEC61A1,DPH3,CCDC112,ATG4B,CARS2,ZDHHC5
1212,KCTD17,TXNRD1,CD83,CASP6,PPP2R5D,DEDD2,PRKCDBP,SSFA2
1213,HK1,ZNF561,RBM7,CHD4,SYS1,RRM2B,BEX4,MEST
1214,TNRC6B,TCEANC2,TFB1M,SNRNP27,SCAP,APOBEC3C,RSL24D1,RSPH9
1215,RP11-44N11.2,PCBD2,MVD,SEC24C,SH3BP2,MTERFD3,KCNQ1,GK
1216,TIAM2,ITFG3,PPA2,MGAT4A,ANXA11,MOAP1,APPL1,REEP5
1217,THEMIS2,C10orf32,STX12,PRKRIP1,HPS1,SH2D1A,MECP2,CARD8
1218,C14orf1,PTMA,ZNF644,GTF2F1,R3HCC1L,RBM18,SMPD3,MT-CO1
1219,SMIM11,HDGF,SMARCA5,SPSB2,PITPNB,CREBRF,CYHR1,CD63
1220,BIN3,GLMN,RBM4B,PSME3,PPM1B,YWHAB,ICAM3,EPB41L4A-AS1
1221,YKT6,SLC25A53,CENPV,EIF3K,RHOH,ALKBH7,POLE3,ENO2
1222,POLR2G,SLAIN2,QDPR,H2AFV,L3MBTL2,WDR61,TMEM91,TFDP1
1223,CTC-479C5.12,C9orf114,DPAGT1,SERPINA1,RELA,C18orf8,CDC34,CCDC90B
1224,PI16,TFEC,CYC1,THOC7,RARA,PPP1CA,NAA10,INPP5K
1225,PBXIP1,PLAUR,ADRM1,POLR2M,SERF2,LRRCC1,DENND1B,LINC00877
1226,MTX1,PIP5K1A,C12orf23,UBE4B,VMO1,CTSF,PSMC6,RYBP
1227,CD244,LRR1,RPS20,MRPL48,NAPG,SMIM15,UVRAG,IDH2
1228,TNFAIP8,JMJD4,CCDC23,RCHY1,TMEM110,BCL2,DTD2,DERL1
1229,UQCC2,TRMT1,RP13-188A5.1,LST1,NDUFB7,VDAC1,CCDC146,ROCK1
1230,C12orf65,ECSIT,SMUG1,TGFBR2,TMEM199,CDK11A,NT5C2,VPS37B
1231,SAR1A,FTO,TOR2A,RUNX1,CD48,IBTK,MRPL17,TP53TG1
1232,SAP30BP,TMEM138,ACADM,PCSK5,AC084018.1,PRPF8,ELMO1,SOX4
1233,SLC9A8,MIOS,ADNP2,ENO2,CTU2,NGDN,HHEX,ITM2A
1234,B3GNT1,STT3A,ANKRD52,ARSA,SLC37A1,NAGK,MEF2D,FBL
1235,MZF1,SDSL,HDAC7,BRAP,PPCDC,RBM5,ASB2,GRSF1
1236,SMEK2,PPIL4,POLM,CCNL1,TRIM27,MAPKAPK5-AS1,NUPL2,CSTB
1237,TIMM8A,RPAIN,GNL3L,PAN3,DNPH1,MRPL28,FEM1A,ACVR1
1238,PPP4R1,CRTAP,SFMBT1,ECE1,IAH1,SNAI3,MTFMT,TCEB2
1239,HAUS2,EGLN1,ANKRD13A,TRIM27,SYNE1,NAA50,FAM122B,ATOX1
1240,SLC16A7,TRIOBP,CNTNAP2,GAA,RSAD1,HERC3,PDCD4-AS1,UBN1
1241,ECI2,PCYT1A,BPNT1,THUMPD3,EIF1AY,SAMD3,PSTPIP1,IST1
1242,SMARCA5,MARS,DUS2,TRIB3,PTGES2,RHBDF2,MAP2K1,AKAP9
1243,QRICH1,CCDC84,GPATCH8,NPL,SLC7A6OS,RPL41,MRPL2,MRPS12
1244,RANBP2,ZBTB2,RHEB,CATSPER2,EFCAB2,NSFL1C,HM13,WDR54
1245,U2SURP,CRISPLD2,MAPK8IP3,MAN2B2,TYMP,TRIM26,ZNF451,SLC25A24
1246,SSH2,ECH1,ATP5G1,PRMT5,KPNA6,EBNA1BP2,DEGS1,COX8A
1247,NBR1,SLC38A6,FLII,LINC00526,MUTYH,KATNA1,PRPF40A,ADD3
1248,PRKACB,ZNF668,PRKD2,SMIM13,ATXN7L3,COG6,PLEKHF2,ACTR10
1249,LINC00402,TMEM127,PDCD2L,THAP2,RABL2B,SIGLEC7,MTMR9,RILPL2
1250,OLA1,FASTKD3,VPS28,ARIH2OS,SBF2,PI4KA,AK3,ADA
1251,MDH2,ZDHHC3,BTN3A3,CALHM2,RNF10,DPY19L1,SEH1L,SH3BGRL2
1252,NAP1L1,SNUPN,STAG1,PPP1R10,TMEM160,ZNF880,DAPK3,NT5C
1253,DIEXF,GOSR1,LRCH1,OBFC1,ZBTB17,PPIB,HNRNPL,PPIG
1254,TGS1,TRIM56,NT5C3A,PIAS2,ZCCHC8,TSSC1,NUMB,UBE2D2
1255,KDM5A,P4HA1,ZNF706,ZNF468,FNTA,KPNA2,CHCHD5,UPP1
1256,NARS2,PEX11G,LARP4B,HGS,LSM14A,HELZ,CREG1,ZCCHC17
1257,CNIH4,CUL2,ZBTB24,LL22NC03-75H12.2,XAF1,MANBA,ROBO3,RNF5
1258,FAM172A,FOSL2,EXTL2,LRIF1,ANXA2,NCR1,KAT5,PCIF1
1259,COPS2,POGZ,ROMO1,MED20,DCTPP1,ARL8A,C1orf35,TBC1D9B
1260,MLLT10,PSMD13,C1orf56,BTN2A1,TPM1,CDK10,HLX,CCT7
1261,SEMA4D,PPAPDC1B,MRPL36,ETS2,RDH14,DGKD,GATAD1,COX16
1262,PRKACA,KDM4B,CRYZL1,GMCL1,PPP2R1A,WSB1,SNORA76,CATSPER1
1263,TOP1,OCEL1,ITPR1,ZFAS1,SVIL,PPP2CA,FAM43A,MYD88
1264,RBM7,UBAC2,PDE4DIP,CDK17,CCPG1,CEP104,C6orf106,LY6G5B
1265,NACA2,NRAS,PI16,PRR13,NTAN1,ADPGK,AC010883.5,MIDN
1266,RABEPK,P2RY2,ELAVL1,LMAN2,ABR,SNAPC5,YPEL2,TMEM167B
1267,FAM118A,RFC4,RPS6,PLEKHA5,CD2,AGTPBP1,SUMO2,FAM204A
1268,DNAJC8,BNIP2,GPBP1,AAK1,HK2,C1GALT1C1,ACAD8,PPIA
1269,SUCLG2,HYPK,DNPH1,ACTR3,SAP18,TAF15,MGAT1,RNF144B
1270,TMX1,HM13,TAPT1,UAP1,ANKFY1,STARD3,VPS26A,LSM7
1271,C4orf29,TRIM52-AS1,NUS1,MED25,ADD1,GBAS,EXD2,THBS1
1272,TPK1,ABL1,RRP8,POM121,RP2,HERC4,MRPL47,TMED3
1273,SURF2,CSTF1,TAF6L,TUBG2,RFFL,SAMHD1,ZCCHC7,TMEM256
1274,BACH1,DCTD,RP1-39G22.7,ACOX3,TMEM140,RANGAP1,GNB4,MS4A4A
1275,RP5-1073O3.7,DNAH1,TMBIM1,ZNHIT3,MT-ND4L,ILF3-AS1,LRRC41,PPM1A
1276,PPIP5K2,SIDT2,MPP6,RP11-47L3.1,CSTF2,RP11-104L21.3,PDLIM7,RBM23
1277,SERTAD2,PPP6R1,DDX18,SMARCC1,AC008964.1,PSMB2,EIF2D,HOMER2
1278,HIPK1,SP1,AES,CDKN2A,BRK1,MARCH8,SERPINF2,RP11-359I18.5
1279,PLCL2,DHX9,RNASEH1,MT-ND3,UBE2B,CDC42SE2,CBX1,MAPKAP1
1280,JMJD1C,AKIP1,AL928742.12,CSRNP1,MTCH1,SNHG8,FPGS,CDC37
1281,CCT3,STARD3,UGGT1,CCNG1,CISH,SMARCE1,GORASP2,BLOC1S1
1282,SUGT1,ANTXR2,ZNF397,VASP,COIL,AGK,NUDC,CRYL1
1283,COQ7,PLK2,DUSP11,SETD4,TIMM8B,TRAPPC6B,UBE4A,UBE2A
1284,CEBPG,SFSWAP,SEPT1,MTO1,TLE4,MVD,SNORD3B-2,ATP5G3
1285,SAMD4B,IRAK4,AKIRIN2,PMPCB,CRTC1,UBA1,MYL12A,RP3-395M20.12
1286,IRF2BPL,IGF2BP2,HDHD3,EIF1AY,SEC61G,ZKSCAN5,BTN2A2,MRPS22
1287,AIM1L,ST6GALNAC2,WDR74,KDM2B,PSMD6,PRKCQ,RSPRY1,ZNF615
1288,ACSF2,TTC39B,DDX24,RNF187,CASP2,C1orf56,KIF22,PDHA1
1289,TIMM8B,TYK2,NFATC1,MRPS18A,TNPO1,UBE4B,PTGER4,STX4
1290,FABP5,SLC17A5,NAT6,MNAT1,MCFD2,SENP5,PAFAH2,AK1
1291,RBX1,TIGD1,IKZF1,UBL4A,AFF4,CCT5,MAN1A1,JTB
1292,STT3A,MOGS,QTRT1,SIPA1,FBXO25,POLR2J3,CD72,TBCA
1293,ACTL6A,TCTN1,KCNN4,ZBTB10,SGK3,TOPBP1,CCDC124,CIB1
1294,ZFP82,BAG4,PRR4,CEP85L,BCL2L12,LEAP2,MTF2,CASP6
1295,APBA3,ATP10A,TOM1,ADA,TBRG1,UBE3B,KCNK6,MPEG1
1296,GNPAT,HPS6,POGZ,TFCP2,RNF169,PDAP1,PES1,RIPK2
1297,BNIP3L,GBP1,PPM1K,IP6K2,ELF4,EPG5,KIAA0355,VRK3
1298,RP11-390E23.6,C21orf119,LINC00324,CTD-2562J15.6,KSR1,COPG1,MYL6,NCOA1
1299,ARHGAP25,GID8,UBA3,SMC2,STXBP3,CCDC159,CORO1A,ANKRD11
1300,PPWD1,RALB,NIPSNAP1,AHNAK,SYNE3,HERC1,FAM174A,FAM13B
1301,ENDOV,DOCK8,RAB11FIP3,STRAP,GABPA,GNAL,PSMB4,SULT1A1
1302,RCAN3,ZNF292,PDHB,TAF12,FUT4,ATF1,TNFAIP8,VPS26B
1303,TTC27,ARRDC4,RANBP3,OPA1,KIAA1191,PLCG2,R3HDM2,PAK1
1304,GDE1,RABIF,MED11,ATP11A,NEMF,ZFAND4,IDH3A,CORO7
1305,GBP3,EEPD1,WDYHV1,AC009403.2,MAP2K4,NCAPH2,STX5,C17orf59
1306,AGFG1,RNF19B,SERTAD1,DAD1,EXT2,ZNF583,NCKAP5L,NAE1
1307,RHBDD2,SF3B1,KLHL5,RMDN1,SMARCB1,PQBP1,C5orf24,ORAI3
1308,INSIG1,PLGRKT,TRIM44,MECP2,ORAI3,PRDX3,PGP,IKZF1
1309,MAP4K1,ARL8A,RP11-752G15.6,YIPF1,ARSK,CNOT6L,TMEM5,EYA3
1310,LUZP1,BRMS1,IER5,ZRANB3,MPDU1,DTYMK,GARS,CLIC1
1311,DCTN3,TSC22D4,SEC31A,TRAP1,KLF11,NUP153,LAMP2,C11orf83
1312,RC3H2,ITGA4,RNASEK,SPRY1,UEVLD,CIAO1,TIMM8B,C15orf26
1313,ZFY,ARHGAP30,PRRC2A,TRPC4AP,UNG,NDUFC2,FAM177A1,ATL1
1314,PDE7A,ANXA2R,IMMP2L,WDR73,PELP1,NFKBIB,CMTR1,RP11-215G15.5
1315,ASXL1,SIGLEC5,PLD3,SLAMF1,EMG1,PRAF2,CAT,TIMM10
1316,RFTN1,LRMP,CNR2,ZMAT5,CTBP1,ADAP1,EIF3J,RP11-559M23.1
1317,FBLN5,IKBKAP,CHI3L2,RP11-412D9.4,PLRG1,ARFRP1,SOX4,DAPK2
1318,UQCRH,ZBP1,SAAL1,TBX21,SYNCRIP,TLE1,LRRC28,MAPRE1
1319,MAST4,CASP1,TRAF2,VPS13C,PDE6D,LSMD1,TRAF6,PCSK6
1320,ZDHHC12,PPP1R16A,KNOP1,ILKAP,EAPP,CCDC23,JOSD2,PDE2A
1321,UQCC1,GPR155,ID3,ECT2,CCDC18,MRPL19,TMEM248,STON2
1322,HIST1H1E,GORASP1,UTP18,ALG8,CIPC,CC2D1A,TPM2,HCFC1-AS1
1323,TMEM30A,WDR73,EEF1A1,ELP6,XPC,C11orf58,SPNS3,PTPN1
1324,STIM1,RNF141,MGRN1,SUN1,ROMO1,SYNCRIP,GMPR2,CDC45
1325,DDX42,ADIPOR2,MARK3,VPS37A,ACAD9,DPH5,TRIM25,CCDC26
1326,FAM179B,ZC3H12A,PPP1R11,ENPP4,NDUFS3,CLOCK,TSR2,ODF3B
1327,BRCC3,MB21D1,FAM24B,USP40,KHSRP,XXbac-BPG299F13.17,FRG1B,CCNJL
1328,RBMXL1,GALNT2,C1orf63,EID2B,COQ5,UBXN6,PLRG1,RFWD2
1329,SUPT20H,HERC6,HINT3,CISD1,RPP21,HBQ1,SLC35F5,DNM3
1330,TSHZ2,GSN,UBA2,ZBTB38,SEC24D,HEXIM1,HCAR2,ADORA2A
1331,TMEM39B,ZBTB7B,C1D,FXN,SMEK1,ACTR1B,LAMP5,GPR55
1332,GPATCH2L,SSH1,SDR42E2,RP11-152N13.5,GAPT,GOLGA3,SLC39A1,ZNF367
1333,ERICH1,METTL15,COX7C,YIPF4,RPS23,RMDN3,CTD-2035E11.3,P2RY12
1334,TRIP11,POLR2I,PTGES2,IL4I1,LMBRD1,AIFM1,RUNX2,TMEM163
1335,KIF20B,DGCR2,EDEM1,CYB5R4,XPO6,CTNNB1,FBXL15,DCLRE1A
1336,RPL23,MROH1,SFR1,ORC3,CKS2,EPS15,OAF,DENND2C
1337,FZR1,FAM98A,RPL38,SMYD4,AP3D1,STRIP1,C16orf72,OTUD7B
1338,ACSL5,AC115618.1,RP11-166O4.6,BTF3,FGD2,CRYZL1,PRRC2B,SF3B5
1339,GLT8D1,C7orf43,KIAA1407,SNX30,LARP1,NEU1,PRKAR1A,CTB-133G6.2
1340,HDAC5,ACTR6,TSPAN33,CHCHD2,SMIM19,INO80,PPM1G,BRE
1341,TTC31,ATF5,NOLC1,HIBCH,ZFAS1,PRDM4,SYTL1,RP11-96K19.5
1342,UFM1,POLM,LAMP1,R3HDM2,OARD1,SLC25A35,MPHOSPH8,DGKG
1343,LRWD1,NCOR2,TMEM91,BEX4,ASTE1,UBL5,MTIF2,MSRB1
1344,BIRC2,TRIM11,FUT8,NLE1,AFTPH,PPA2,CCDC112,RP11-734K2.4
1345,UQCR10,PPIL1,AC009403.2,CRTC3,TRIM25,NDUFAF2,SLC25A37,PHF3
1346,GTF2A2,C2,UQCRH,C2orf47,AP000783.1,NOTCH1,ZNF394,POMK
1347,CD28,PPP2R5E,C8orf82,UNC119B,BTN3A1,RNF19A,MIIP,SAP18
1348,KPNA2,BCAS3,FANCF,ARAF,RNASET2,API5,AC079305.10,TRIP10
1349,PARP10,GS1-251I9.4,LARGE,TTC37,ARL2,TTC14,SSFA2,BATF2
1350,ARCN1,H2AFV,SAT2,URI1,UTRN,RP11-1407O15.2,B4GALT4,AFAP1
1351,RNF111,PRKDC,SLC35A5,PBX4,DDX1,MANF,VDAC1,AC005944.2
1352,ADHFE1,ARHGEF6,CEP290,KIAA1191,ABHD11,LINC00339,VCP,KLHL17
1353,SAP130,SIGLEC12,SCAPER,RUVBL2,NOB1,SMARCD1,MIR142,POPDC2
1354,MKNK2,APOA1BP,EP400,TMED5,PDXK,MOB2,TMED3,CENPJ
1355,RARG,HEXA,ASCC1,FAU,CHP1,SIPA1,ANKRD13D,UGP2
1356,NT5C3B,MTO1,ZDHHC5,SYPL1,CABIN1,CDK4,DDX3Y,CRYM
1357,VIM-AS1,HMGB3,TCERG1,DTD1,ARHGEF40,ARL6IP5,FLOT1,MRPL41
1358,THAP1,INO80E,CCDC94,SRPK1,SYNJ1,C7orf60,ZNF846,AP003068.23
1359,RASA2,GRAMD4,DDX54,KIAA2013,WDSUB1,CD47,RAB6A,CTC-246B18.10
1360,TXNDC17,MON1B,ACAP1,CECR5,ZYX,RPF1,CSNK2A2,KIF5C
1361,CDK4,TLR8,ZFYVE28,BMS1,MXD1,ATRX,NUP160,SLC35E4
1362,ADNP,USP34,TPI1,SLFN11,WNT5B,VCPIP1,MEX3C,CMC2
1363,RP11-383C5.4,AC004951.6,BCLAF1,EXOC1,RRAGA,AP1M1,PRRC1,NDUFB2
1364,MGEA5,ATOX1,SCAND1,RNF115,MED25,EXOC2,SPAST,CEP76
1365,DCUN1D1,MTMR4,MAT2A,ZNF511,ZC3H11A,ATG9B,CLCN1,MRPS34
1366,PRKAG2,SEC23IP,BNIP3L,H1FX,TAF10,PFDN6,MRPS15,UBAP1L
1367,PTPN7,WLS,LNPEP,QDPR,SAMSN1,SLC30A7,MAX,STARD3NL
1368,RPS27L,FKBP1C,TUBB6,ALKBH4,AC010226.4,RBM38,TMEM218,KPNB1
1369,SIGIRR,CCBL2,FARP2,C17orf49,HPS4,C5orf24,DNAJB12,EBLN2
1370,FBXO11,MPDU1,ZNF296,METTL23,ZCRB1,EXOSC1,NAV1,NCKIPSD
1371,DTYMK,MPV17,KLHL36,NFKB1,RPL24,CWC25,ANKRD10,SMPD1
1372,EVI2B,RASGEF1B,AK2,HLA-DRB5,AFF3,DAB2,GNG5,CDKN2B
1373,GNG2,TMEM256,ZNF548,GAMT,UTY,APITD1,LAT2,PKP4
1374,MEA1,CPNE8,RHBDD1,POLR1E,RSL24D1,FUT11,SRSF5,NUDT11
1375,FAM126B,ADCY7,RFFL,ORMDL2,CDC25B,TSPAN14,UTF1,RP11-98D18.9
1376,KMT2D,CLIP1,B3GALNT2,RPL7,SFXN1,CD2BP2,ABCA7,RP11-672L10.6
1377,PDS5B,RNPEPL1,TTLL1,MYO1G,LILRB1,NUDT15,BLMH,RP11-589P10.5
1378,MTF1,PGBD2,BIK,CEP63,ALKBH3,DCPS,COX4I1,WDR19
1379,COPS3,NFKBID,RNASEH1-AS1,ZNF518B,GBF1,AKIRIN2,SRA1,SLC39A14
1380,RPL10,PFDN4,EXOG,ATP5J2,COMMD3,RP11-326I11.3,PAN2,SNX25
1381,DGCR6,MTA1,ATP6V1E1,ANTXR2,SUPT3H,GTF2H2,CLPP,PPP1R13B
1382,ZC3H7A,WAS,LIMS2,PRMT3,FXN,TXNIP,CCDC107,L1TD1
1383,PIGP,MAF1,IREB2,SLC5A6,IFT43,COQ5,SMARCA4,IGF1R
1384,EMC3,CDK2AP2,SSPN,TM2D1,MAPK8IP3,PPM1M,PTBP1,CCDC134
1385,NIPBL,KIAA0226,IFI35,ANAPC4,ITCH,SLC11A2,TOMM40,WEE1
1386,TTF1,EPB41L3,B3GALT4,DPP7,IFT52,RABL6,MARK3,BUD31
1387,STAT3,TNK2,ENTPD1,ARHGAP10,GATAD2B,DLST,NFKB1,EFHC2
1388,ANKRD13D,R3HDM1,FOXP1,GPR108,C4orf48,C14orf119,VASP,CTA-445C9.15
1389,CEBPZ,SUPT5H,MXD3,WDR13,OGFOD2,DDX56,KIN,SEPT6
1390,TTC14,RCBTB2,FAM107B,EDEM1,DCAF6,SMARCAD1,LTB4R,TULP3
1391,DDX19B,WASH4P,RELA,ANKRD27,BCORL1,ARHGAP26,WDR55,IL2RG
1392,IRF2BP2,DNAJC14,ARL6IP6,CHURC1,GFM1,AGPAT6,GORAB,SPIN2B
1393,ZNF302,RPS2,AKAP10,FAR2,NOP9,MED17,DCAF13,NAA60-1
1394,KAT5,TRMT2A,DOK3,MTIF3,POLR2D,GLTSCR2,ACACA,C12orf76
1395,NUCKS1,IFI30,CCAR2,FGFR1OP,SH2B3,PEX7,FBXW7,MRPS16
1396,PIK3CA,AC027763.2,ZNF512,MINK1,SARNP,RTN4,RETSAT,FIP1L1
1397,KLHL6,RCOR1,RRP7A,MINOS1,C8orf76,TRIM44,C3orf17,SLC35D2
1398,KIAA0226,ARHGAP24,AKAP17A,SELT,ACSF3,ST20,PSMC4,ZNF485
1399,GPR55,PAICS,BRF1,BLOC1S4,METAP1,ACOT4,WDFY4,RAPGEF2
1400,CORO1C,SACM1L,SH3TC1,SDHC,ITGB2,MT-ND4L,FGR,NDUFA1
1401,C1orf43,SF3B5,ZMAT1,DHX38,TSC22D3,AKAP9,DLG1,MOB1B
1402,WWP2,TOM1,C8orf59,SMAD7,PRCP,XRRA1,CLDND1,IGF2BP2
1403,SRRM2,SYMPK,RPS25,TMUB2,CCNT2,AC010642.1,TMEM165,MCU
1404,ITPK1,PLXNB2,CHCHD7,GOSR1,C1orf35,EPB41,RP5-940J5.9,WIBG
1405,ABR,RP11-418J17.1,CCDC84,MLF2,TBC1D14,ANKFY1,CYLD,CHTF8
1406,CDADC1,SEMA4A,UBTF,TIMM44,IMP3,RBKS,DUSP3,ANKAR
1407,NRAS,LPIN2,BLCAP,DAP3,TM7SF3,CAND1,ZMYM3,AC147651.4
1408,IGHMBP2,ZNF33B,GABPB2,LINC00649,ZNF92,DYNLT3,DST,RASA3
1409,NDNL2,C9orf69,TGOLN2,SLC2A8,MT-ATP6,FGFR1OP,ADAM28,MINOS1
1410,TTLL5,ACBD6,MED14-AS1,ZNF280D,VIMP,FAM3A,DAPK1,ANXA11
1411,LIPT2,ZNF195,NAALADL1,DCAF15,ASNA1,GTPBP10,FOSL2,MSANTD4
1412,ZNF771,RPL10A,WARS2,DNPEP,ACOT9,OCEL1,SDHAF2,AGBL5
1413,MSRB2,EDF1,SUPT16H,CDIPT,PARP10,TUFM,MTHFD2L,PPP2CA
1414,BBX,CTC-378H22.2,MPPE1,IPO13,APMAP,GFI1,TMEM161B-AS1,VPS9D1
1415,DNTTIP2,MFSD11,NSUN3,EBP,DDX58,MTA1,BAP1,FAAH2
1416,MRPL23,CD9,UPF2,SETMAR,ABCD1,INIP,IDS,JHDM1D-AS1
1417,WDR53,CNOT11,ZBTB4,ALG6,PDE5A,UBR7,GYPC,TACC1
1418,MAGEH1,RRAGB,KPNA6,C12orf43,ARFIP1,RPA1,C19orf73,ZNF117
1419,DOCK9,THAP2,RP11-69E11.4,C11orf57,EIF2B5,MSMO1,AXL,TRIP6
1420,PRRC2A,MAPK8,FAM199X,SPG11,GSPT1,SKAP1,RECQL5,ST7
1421,PINK1,GGPS1,RP11-37B2.1,PRIM1,RP11-598F7.3,DHX9,EREG,ELL2
1422,TEFM,ANKRD11,NECAP2,RPL13,DYNLRB1,SFXN3,KCTD18,CTD-2341M24.1
1423,AC093627.10,INTS5,RP11-488L18.10,APOBEC3H,RP11-162A12.2,TNFRSF11A,LILRA1,HIVEP1
1424,GOLT1B,SLC39A8,CYB5R3,BET1L,RUNX1,CADM1,TLR10,SIRT1
1425,TSPAN14,PPIF,ADRB2,NFE2L2,GAB3,STARD9,SMARCD2,PGLYRP2
1426,CPPED1,ATF3,HLA-DOA,RP11-727F15.12,NUDT3,CTC-228N24.3,CRCP,DCLRE1B
1427,GK,AOAH,C7orf60,NBN,FAM160B1,MRPL16,ERGIC1,CKS1B
1428,STRADA,RPS27A,ZBP1,C20orf96,RBM38,BTN3A3,SPTY2D1,NDFIP1
1429,ZFYVE28,HSF1,IL7,GLRX3,TMEM208,GALNT11,SLC7A6,MED26
1430,HHLA3,RMND5B,MORC3,TAF7,EIF4EBP2,YARS,ATG10,BTRC
1431,GPI,RNF214,PSMD6,GMNN,DHRS7B,RNF6,TSPYL4,AMIGO2
1432,STX4,TMEM131,CHMP4A,DHX30,ZEB2,CCDC107,GSS,BTBD11
1433,GPR137B,EBPL,GALNT2,HPS6,TRIM13,XPO7,TIA1,TTC9
1434,GCHFR,PAPD5,FBXL17,LIN52,POMP,AL592183.1,RCBTB1,SDCBP2-AS1
1435,DUSP5,RFX2,IFNAR1,MRPL14,CCNG2,PHF14,USP32,TSR2
1436,ACADVL,SLC43A2,LINC00996,MRPL10,IGFBP6,GOSR2,COX20,TIPARP-AS1
1437,SETD8,HIVEP3,EMC3,CNP,ARHGEF3,GLO1,MAF1,BMP2K
1438,PDCD4,ELMSAN1,TMEM19,CCP110,KLHL2,TOP1MT,NDUFA1,ZNF182
1439,MTERFD2,LMNB1,APPL1,UBN1,DOCK2,AC079922.3,DDX19A,C16orf86
1440,LMAN1,C20orf112,RPS6KA5,THOC1,NAGA,MAP3K1,KAT2B,RANBP1
1441,ABHD3,TARS,OXCT1,HDAC1,BTK,MFSD10,CPSF4,VPS35
1442,CD36,KIAA1328,MRPL50,ZNF362,PIM3,ITSN2,DLGAP3,MROH6
1443,R3HCC1L,GALNT6,ARHGEF2,TMX4,TMEM128,CHMP1B,RP11-467D6.1,ZNF446
1444,TRIQK,IKZF3,EXOSC8,UTP14A,PRKACB,TMLHE,ZNF609,MFN1
1445,PSEN1,TOP3A,RP11-111A22.1,EPB41,TBXAS1,HAUS1,GTF2B,SEC22A
1446,GDI1,ADCY4,EIF2AK1,SLC16A1-AS1,PSMB6,NFRKB,RINL,NUCB1
1447,ATP11B,KCTD20,SMCR5,ANXA4,HK1,PDE4A,HMGXB4,C5orf30
1448,ATG4D,MINA,SF3A1,DUSP7,CDK16,SFPQ,RBM4,TMEM260
1449,OCEL1,ARID5A,PSMD11,GAS7,SIN3B,SRBD1,SLFN12,CKAP5
1450,PMS2,FAM120B,UBE2I,CREB3,KIAA0930,FUNDC1,ABI1,LINC01137
1451,KLHL9,RPUSD4,ACD,AP1G2,RPS6KB2,PDZD11,RAB39B,C11orf48
1452,AKR1B1,IMPA1,PIKFYVE,CCDC84,C9orf66,C19orf68,TCEAL4,ZNF668
1453,UBE2T,IL18,IDS,RBM28,ACTN4,AP3B1,TMEM203,PPM1L
1454,CGRRF1,C1orf228,AC062017.1,NADSYN1,SMS,BEX4,INTS6,HYAL2
1455,SEPT2,HNRNPH3,IRF5,RPL26L1,CLN5,WBSCR22,DNAJC9,XRCC4
1456,TMCO6,ARHGAP1,KLF8,GORASP1,SOS2,RAB28,ZNF580,PRPF18
1457,LAGE3,POMZP3,TFEB,RPL23A,PPP2R5B,C10orf32,NOP56,ZNF628
1458,MKL1,HIRA,CXorf56,DENND4A,ZBTB47,HELZ2,UNC93B1,FXYD1
1459,NIP7,CIITA,WDR45,RPN1,FAM211A,UCKL1,MYO15B,CNTD1
1460,DIMT1,TIMM17B,ZNF684,PGLS,TMF1,TFEB,GYS1,C20orf194
1461,STRN4,C2CD5,EDC3,SLC25A26,GLRX2,HAT1,RIN3,SUSD3
1462,DGKE,PTER,PI4K2B,PSMD12,C19orf25,NME1,COX6A1P2,ANO6
1463,MANBA,COPS2,VAV1,MAP7D1,TPPP3,CNP,POLR2B,CSF1R
1464,PDCD4-AS1,RBM6,SPATS2,C3orf33,SDHA,VPS35,ZNF780A,HADHB
1465,TMBIM4-1,MOB3A,SNX16,THAP7,FAHD2A,RP11-589C21.6,DRG1,EHBP1
1466,RNF25,TUBGCP2,RAB30,RBM14,CRCP,SLC7A6,DCTN1,TBPL1
